__v,_id,date,date_recorded,is_checked_off,item_footprint_g_100g,item_footprint_sourcenote,item_group,item_kcal_100g,item_product,item_product_detail,item_receipt_desc,item_subgroup,item_unit_price_gbp,item_units,item_weight_g,store,store_branche,time,user
0,6447a62d9a8aa035fb823fc8,21/04/2023,2023-04-25T10:06:28.819Z,true,130,Tesco Products Carbon Footprint Summary 2012,Vegetables,20,Aubergine,,M PURPLE AUBERGINE,Misc vegetables,0.85,1,250,Morrisons,NA,12:08:53,6447a6049a8aa035fb823fb8
0,6447a62d9a8aa035fb823fc9,21/04/2023,2023-04-25T10:06:28.819Z,true,83,Tesco Products Carbon Footprint Summary 2012,Fruits,55,Kiwi,,M RIPE & READY KIWIS,Pomes,1.19,1,360,Morrisons,NA,12:08:53,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fe3,21/04/2023,2023-04-25T10:07:01.846Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,BLACK BEANS,Pulses,1.65,1,400,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a62d9a8aa035fb823fc3,21/04/2023,2023-04-25T10:06:28.819Z,true,43,Tesco Products Carbon Footprint Summary 2012,Vegetables,43,Carrots,,M WONKY CARROTS,Red and Orange Vegetables,0.4,1,1000,Morrisons,NA,12:08:53,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fea,21/04/2023,2023-04-25T10:07:01.846Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Wraps,,OLD/PASO TORTILLAS,Bread,1.99,1,208,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fe6,21/04/2023,2023-04-25T10:07:01.846Z,true,700,Tesco Products Carbon Footprint Summary 2012,Cupboard,6,Stock Cubes,,KNORR VEgSTOCKPOT,Condiments,1.65,1,224,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a62d9a8aa035fb823fcd,21/04/2023,2023-04-25T10:06:28.819Z,true,225,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Protein sources,99,Plant-based-meat,,VIVERA KEBAB,Meat & alternatives,2.59,1,175,Morrisons,NA,12:08:53,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fe4,21/04/2023,2023-04-25T10:07:01.846Z,true,202,myemissions.green,Vegetables,16,Jalepenos,,S/MARIA GRN JALAPENO,Misc vegetables,1.95,1,200,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fe5,21/04/2023,2023-04-25T10:07:01.846Z,true,130,Tesco Products Carbon Footprint Summary 2012,Vegetables,25,Tomatoes (Canned),,M CHOPPED TOMATOES,Tomatoes,0.39,1,400,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823feb,21/04/2023,2023-04-25T10:07:01.846Z,true,160,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-14",Cupboard,1,Spices,,GROUND JEERA,Condiments,0.75,1,100,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a62d9a8aa035fb823fca,21/04/2023,2023-04-25T10:06:28.819Z,true,120,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,14,Lettuce,,BABY LEAF SALAD,Dark-green Vegetables,0.89,1,70,Morrisons,NA,12:08:53,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fe9,21/04/2023,2023-04-25T10:07:01.846Z,true,225,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Protein sources,99,Plant-based-meat,,L MCCARTNEY MINCE,Meat & alternatives,2,1,500,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fe2,21/04/2023,2023-04-25T10:07:01.846Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,M KIDNEY BNS IN SCE,Pulses,0.95,1,400,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fe8,21/04/2023,2023-04-25T10:07:01.846Z,true,70,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,27,Butternut Squash,,M BUT/SQUASH CHUNKS,Red and Orange Vegetables,1.79,1,1100,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fec,21/04/2023,2023-04-25T10:07:01.846Z,true,300,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,23,Bell Pepper,,SAVERS SALAD PEPPERS,Red and Orange Vegetables,1.35,1,510,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a64d9a8aa035fb823fe7,21/04/2023,2023-04-25T10:07:01.846Z,true,130,Tesco Products Carbon Footprint Summary 2012,Vegetables,25,Tomatoes (Canned),,CHOPPED TOMATOES,Tomatoes,0.65,1,400,Morrisons,NA,18:31:47,6447a6049a8aa035fb823fb8
0,6447a62d9a8aa035fb823fc7,21/04/2023,2023-04-25T10:06:28.819Z,true,88,Tesco Products Carbon Footprint Summary 2012,Fruits,198,Avocado,,READY TO EAT AVOCADO,Tropical fruits,0.99,1,170,Morrisons,NA,12:08:53,6447a6049a8aa035fb823fb8
0,6447a62d9a8aa035fb823fc0,21/04/2023,2023-04-25T10:06:28.819Z,true,240,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,105,Yoghurt,,M GREEK STYLE YOGURT,Yoghurt & Alt.,1.99,1,1000,Morrisons,NA,12:08:53,6447a6049a8aa035fb823fb8
0,64491730fa70d74dc21ad0b5,17/04/2023,2023-04-25T18:47:02.109Z,true,940,Tesco Products Carbon Footprint Summary 2012,Fats,706,Butter,,MORRISONS SPREADABLE,Butter,2.49,1,450,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b9,22/04/2023,2023-04-25T18:44:38.652Z,true,130,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,36,Juice,,M GRAPEFRUIT JUICE,Cold Drinks,1.5,1,1000,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0bc,17/04/2023,2023-04-25T18:47:02.109Z,true,166,myemissions.green,Cupboard,260,Marmite,,MARMITE YEAST EXTRCT,Condiments,5.85,1,500,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c5,22/04/2023,2023-04-25T18:44:38.652Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,PLANTAIN CHIPS,Crisps,0.85,2,75,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c6,22/04/2023,2023-04-25T18:44:38.652Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,TYRRELLS CRISPS,Crisps,2.49,1,150,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0cd,22/04/2023,2023-04-25T18:44:38.652Z,true,200,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,49,Cow Milk,,M SEMI SKIMMED MILK,Milk & Alt.,0.9,1,500,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0cf,22/04/2023,2023-04-25T18:44:38.652Z,true,43,Tesco Products Carbon Footprint Summary 2012,Vegetables,28,Onions,,M SHALLOTS,Misc vegetables,0.99,1,300,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0e2,17/04/2023,2023-04-25T18:47:02.109Z,true,460,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,26,Baby Tomatoes,,M CHERRY TOMATOES,Tomatoes,1.25,1,420,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0e4,17/04/2023,2023-04-25T18:47:02.109Z,true,69,Tesco Products Carbon Footprint Summary 2012,Fruits,90,Bananas,,M BANANAS,Tropical fruits,0.99,1,1000,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0e5,20/04/2023,2023-04-25T18:38:47.633Z,true,240,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,105,Yoghurt,,LONGLEY FARM YOGURT,Yoghurt & Alt.,0.5,1,150,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0ac,24/04/2023,2023-04-25T18:45:05.670Z,true,210,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,90,Wine,,SORSO PINOT GRIGIO,Alcoholic drinks,4.99,2,750,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b7,22/04/2023,2023-04-25T18:44:38.652Z,true,240,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Snacks,526,Chocolate,,M DARK CHOCOLATE,Chocolate,0.5,1,100,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b8,17/04/2023,2023-04-25T18:47:02.109Z,true,39,Tesco Products Carbon Footprint Summary 2012,Fruits,46,Clementine,,M TANGO BOX,Citrus fruits,2.99,1,1000,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c0,20/04/2023,2023-04-25T18:38:47.633Z,true,167,Tesco Products Carbon Footprint Summary 2012,Snacks,454,Crackers,,M WHEAT & RYE,Crackers,1.19,1,450,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c3,17/04/2023,2023-04-25T18:47:02.109Z,true,167,Tesco Products Carbon Footprint Summary 2012,Snacks,454,Crackers,,M ROSEMARY CRACKERS,Crackers,1.09,1,125,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c9,22/04/2023,2023-04-25T18:44:38.652Z,true,210,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",312,Pastry base,,M ROLL PUFF PASTRY,Flour,1.49,1,320,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0ca,24/04/2023,2023-04-25T18:45:05.670Z,true,225,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Protein sources,99,Plant-based-meat,,M MEAT FREE SAUSAGES,Meat & alternatives,1.99,2,300,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d1,22/04/2023,2023-04-25T18:44:38.652Z,true,1030,"Audsley, et al., 2009. How Low Can We Go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050 + Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.",Vegetables,29,Green beans (airfreight),,M TRIMMED BEANS,Misc vegetables,1.39,1,170,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d2,24/04/2023,2023-04-25T18:45:05.670Z,false,0,NA,NA,0,NA,,M THICK BLEACH,NA,0.75,2,0,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d3,24/04/2023,2023-04-25T18:45:05.670Z,false,0,NA,NA,0,NA,,M COLOUR WASHINgLIQ,NA,5.75,1,0,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d4,24/04/2023,2023-04-25T18:45:05.670Z,false,0,NA,NA,0,NA,,M BIO WASHINgLIQ,NA,5.75,1,0,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d5,17/04/2023,2023-04-25T18:47:02.109Z,false,0,NA,NOT FOOD,0,NA,,M SAVERS TOIL/ROLLS,NA,3.79,1,0,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d6,17/04/2023,2023-04-25T18:47:02.109Z,false,0,NA,NA,0,NA,,M KITCHEN FOIL,NA,4,1,0,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d7,17/04/2023,2023-04-25T18:47:02.109Z,false,0,NA,NA,0,NA,,M BLOOM BOUQUET,NA,9.99,1,0,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d8,17/04/2023,2023-04-25T18:47:02.109Z,false,0,NA,NA,0,NA,,M ALSTROEMERIA FLOW,NA,3.49,1,0,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0dc,22/04/2023,2023-04-25T18:44:38.652Z,true,140,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-6",Protein Sources,606,Peanuts,,KP ROASTED PEANUTS,Nuts & seeds,2.99,1,250,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0e1,20/04/2023,2023-04-25T18:38:47.633Z,true,250,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,26,Tomatoes (off-season),,M LARGE VINE TOMS,Tomatoes,1.49,1,500,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0e6,20/04/2023,2023-04-25T18:38:47.633Z,true,240,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,105,Yoghurt,,LONGLEY FARM YOGURT,Yoghurt & Alt.,0.5,1,150,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0ad,17/04/2023,2023-04-25T18:47:02.109Z,true,210,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,90,Wine,,MONTELCIEGO RIOJA,Alcoholic drinks,8.25,3,750,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0ae,22/04/2023,2023-04-25T18:44:38.652Z,true,155,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",452,Cakes etc,,M LEMON CURD TARTS,Bakery,0.99,1,190,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0af,22/04/2023,2023-04-25T18:44:38.652Z,true,175,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,30,Strawberries,,M STRAWBERRIES,Berries,2.29,2,350,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b0,17/04/2023,2023-04-25T18:47:02.109Z,true,175,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,30,Strawberries,,M STRAWBERRIES,Berries,2.29,1,350,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0bd,20/04/2023,2023-04-25T18:38:47.633Z,true,167,Tesco Products Carbon Footprint Summary 2012,Snacks,454,Crackers,,M CHEESE THINS,Crackers,1.09,1,125,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0be,20/04/2023,2023-04-25T18:38:47.633Z,true,167,Tesco Products Carbon Footprint Summary 2012,Snacks,454,Crackers,,M POPPY&SESAME THINS,Crackers,1.09,1,125,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c2,17/04/2023,2023-04-25T18:47:02.109Z,true,167,Tesco Products Carbon Footprint Summary 2012,Snacks,454,Crackers,,M ROSEMARY CRACKERS,Crackers,1.29,1,125,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c8,17/04/2023,2023-04-25T18:47:02.109Z,true,45,Tesco Products Carbon Footprint Summary 2012,Vegetables,43,Broccoli,,M BEST BROCCOLI,Dark-green Vegetables,1.99,1,200,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0cb,24/04/2023,2023-04-25T18:45:05.670Z,true,225,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Protein sources,99,Plant-based-meat,,M SPICY BEAN BURGER,Meat & alternatives,1.99,1,454,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d0,22/04/2023,2023-04-25T18:44:38.652Z,true,68,Tesco Products Carbon Footprint Summary 2012,Vegetables,110,Garlic,,M GARLIC,Misc vegetables,0.39,1,150,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0d9,22/04/2023,2023-04-25T18:44:38.652Z,true,105,Tesco Products Carbon Footprint Summary 2012,Protein Sources,619,Sesame Seeds,,M SESAME SEEDS,Nuts & seeds,1.15,1,100,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0da,22/04/2023,2023-04-25T18:44:38.652Z,true,178,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-6",Protein Sources,606,Mixed nuts,,M BEST CRANB+NUT MIX,Nuts & seeds,2.99,1,200,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0dd,17/04/2023,2023-04-25T18:47:02.109Z,true,55,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,54,Apples,,M PINK LADY APPLES,Pomes,2.15,1,620,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0df,17/04/2023,2023-04-25T18:47:02.109Z,true,243,myemissions.green,Cupboard,35,Salsa,,OLD EL PASO SALSA,Sauces,1.75,1,226,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0e0,24/04/2023,2023-04-25T18:45:05.670Z,true,473,Tesco Products Carbon Footprint Summary 2012,Cupboard,633,Peanut Butter,,MERID/PEANUT BUTTER,Spread,3,2,470,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0e3,22/04/2023,2023-04-25T18:44:38.652Z,true,88,Tesco Products Carbon Footprint Summary 2012,Fruits,198,Avocado,,M READY/EAT AVOCADO,Tropical fruits,1.69,1,340,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b1,17/04/2023,2023-04-25T18:47:02.109Z,true,1850,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,73,Grapes (airfreight),,M GREEN GRAPES,Berries,1.99,1,400,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b2,20/04/2023,2023-04-25T18:38:47.633Z,true,130,myemissions.green,Snacks,460,Biscuits,,"MCVITIE'S DIGESTIVES",Biscuits,3,1,600,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b3,24/04/2023,2023-04-25T18:45:05.670Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,M WHEAT & RYE,Bread,1.19,1,450,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b4,17/04/2023,2023-04-25T18:47:02.109Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Wraps,,OEP TACO SHELLS,Bread,1.89,1,156,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0b6,20/04/2023,2023-04-25T18:38:47.633Z,true,179,myemissions.green,Dairy & Alternatives,217,Cream cheese (v),,PHILADELPHIA CHEESE,Cheese,2.75,1,150,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0ba,22/04/2023,2023-04-25T18:44:38.652Z,true,210,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cupboard,1,Herbs,,M LIVINgTHYME,Condiments,1.49,1,15,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0bb,24/04/2023,2023-04-25T18:45:05.670Z,true,22,myemissions.green,Cupboard,95,Vinegar,,F BERIO B/VINEGAR,Condiments,3.25,1,250,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0bf,20/04/2023,2023-04-25T18:38:47.633Z,true,167,Tesco Products Carbon Footprint Summary 2012,Snacks,454,Crackers,,M ROSEMARY CRACKERS,Crackers,1.29,1,125,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c1,22/04/2023,2023-04-25T18:44:38.652Z,true,167,Tesco Products Carbon Footprint Summary 2012,Snacks,454,Crackers,,TROTTERS SCOTCH ROLL,Crackers,1.9,1,125,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c4,17/04/2023,2023-04-25T18:47:02.109Z,true,167,Tesco Products Carbon Footprint Summary 2012,Snacks,454,Crackers,,M ROSEMARY CRACKERS,Crackers,1.09,1,125,Morrisons,NA,18:58:42,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0c7,22/04/2023,2023-04-25T18:44:38.652Z,true,45,Tesco Products Carbon Footprint Summary 2012,Vegetables,43,Broccoli,,M BEST BROCCOLI,Dark-green Vegetables,1.99,1,200,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0cc,20/04/2023,2023-04-25T18:38:47.633Z,true,90,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,40,Oat Milk,,ALPRO UNSWEETENED,Milk & Alt.,2.15,2,1000,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0ce,24/04/2023,2023-04-25T18:45:05.670Z,true,90,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,40,Oat Milk,,ALPRO UNSWEETENED,Milk & Alt.,2.15,1,1000,Morrisons,NA,18:51:06,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0db,22/04/2023,2023-04-25T18:44:38.652Z,true,178,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-6",Protein Sources,606,Mixed nuts,,M BEST NUT MIX,Nuts & seeds,2.99,1,200,Morrisons,NA,18:08:08,64481e059a8aa035fb82407b
0,64491730fa70d74dc21ad0de,20/04/2023,2023-04-25T18:38:47.633Z,true,403,myemissions.green,Cupboard,303,Salad Cream,,HEINZ SALAD CREAM,Sauces,3.39,1,605,Morrisons,NA,18:58:23,64481e059a8aa035fb82407b
0,644a5f759a8aa035fb824207,27/04/23,2023-04-27T11:41:28.993Z,false,0,NA,NA,0,NA,NA,APRICOT CONSRVE,NA,2.4,1,0,M&S,NA,09:47,6448f48d9a8aa035fb82410b
0,644a5f759a8aa035fb824206,27/04/23,2023-04-27T11:41:28.993Z,false,0,NA,NA,0,NA,NA,Robust Rye,NA,2.5,1,0,M&S,NA,09:47,6448f48d9a8aa035fb82410b
0,644a5fa19a8aa035fb82420c,27/04/2023,2023-04-27T11:42:14.681Z,false,0,NA,NA,0,NA,NA,"Tesco Braeburn Apple Minimum 5
Pack",NA,1.85,1,0,TESCO,NA,09:37,6448f48d9a8aa035fb82410b
0,644abf989a8aa035fb82423e,27/04/2023,2023-04-27T18:31:41.676Z,false,0,NA,NA,0,NA,NA,YELLOW TAIL SHIRAZ,NA,19.5,3,0,Morrisons,NA,18:33:19,64481e059a8aa035fb82407b
0,644abf989a8aa035fb82423f,27/04/2023,2023-04-27T18:31:41.676Z,false,0,NA,NA,0,NA,NA,YELLOW TAIL MALBEC,NA,21.75,3,0,Morrisons,NA,18:33:19,64481e059a8aa035fb82407b
1,644bd1a106f322b8e6478d78,25/04/2023,2023-04-26T09:55:31.310Z,true,270,myemissions.green,Snacks,475,Chocolate biscuits,,5 TRP CH COOKIE,Biscuits,2.5,1,300,M&S,,18:22,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d6e,25/04/2023,2023-04-26T09:54:51.510Z,true,138,Tesco Products Carbon Footprint Summary 2012,Vegetables,110,Sweetcorn,,"Tesco Natural Sweet Sweetcorn
tiziv
In Water 325g",Starchy Vegetables,0.8,1,325,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d6d,25/04/2023,2023-04-26T09:54:51.510Z,true,120,"Scarborough P, Appleby PN, Mizdrak A, et al. Dietary greenhouse gas emissions of meat-eaters, fish-eaters, vegetarians and vegans in the UK. Clim Change. 2014;125(2):179-192. https:/doi.org/10.1007/s10584-014-1169-10",Vegetables,72,Peas,,Tesco Garden Peas In Water 290g,Starchy Vegetables,0.55,1,290,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d6c,25/04/2023,2023-04-26T09:54:51.510Z,true,230,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cupboard,326,Honey,,Tesco Pure Set Honey 454g,Sweetners,1.7,1,454,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d71,25/04/2023,2023-04-26T09:54:51.510Z,true,380,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,121,Rice,,Tesco Basmati Rice 1kg,Rice,1.95,1,1000,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d72,25/04/2023,2023-04-26T09:54:51.510Z,true,450,Tesco Products Carbon Footprint Summary 2012,Protein Sources,131,Eggs,,"Tesco Mixed Sized Organic Eggs
6 Pack",Eggs,2.9,1,390,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d6f,25/04/2023,2023-04-26T09:54:51.510Z,true,200,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,49,Cow Milk,,"Tesco Semi Skimmed Milk 1.131/2
Pints",Milk & Alt.,1.35,1,1130,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d74,25/04/2023,2023-04-26T09:54:51.510Z,true,117,Tesco Products Carbon Footprint Summary 2012,Vegetables,20,Courgette,,Tesco Courgettes,Misc vegetables,1.55,1,600,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d76,25/04/2023,2023-04-26T09:54:51.510Z,true,105,myemissions.green,Vegetables,25,Spring onion,,"Tesco Bunched Spring Onions
100g",Misc vegetables,0.6,1,100,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d70,25/04/2023,2023-04-26T09:54:51.510Z,true,3746,Tesco Products Carbon Footprint Summary 2012,Drinks,0,Coffee,,"Tesco Italian Inspired Espresso
Coffee Beans 1kg",Hot Drinks,10.35,1,1000,TESCO,,18:38,6448f48d9a8aa035fb82410b
1,644bd1a106f322b8e6478d73,25/04/2023,2023-04-26T09:54:51.510Z,true,43,Tesco Products Carbon Footprint Summary 2012,Vegetables,43,Carrots,,Tesco Carrots 800g,Red and Orange Vegetables,0.4,1,800,TESCO,,18:38,6448f48d9a8aa035fb82410b
