__v,_id,date,date_recorded,is_checked_off,item_footprint_g_100g,item_footprint_sourcenote,item_group,item_kcal_100g,item_product,item_product_detail,item_receipt_desc,item_subgroup,item_unit_price_gbp,item_units,item_weight_g,store,store_branche,time,user
0,64457dcafa70d74dc21acc5f,17/04/2023,2023-04-23T16:55:44.490Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,M WHITE SPLIT TIN,Bread,1.25,1,400,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,64457dcafa70d74dc21acc5d,17/04/2023,2023-04-23T16:55:44.490Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,M MED GRANARY BAPS,Bread,0.79,1,400,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,64465853fa70d74dc21acca5,23/04/2023,2023-04-24T09:14:13.173Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,M SUB ROLLS,Bread,1.19,1,400,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,6447e4579a8aa035fb824052,25/04/2023,2023-04-25T14:31:36.633Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Wraps,,Tortilla Wraps,Bread,0.99,1,208,LIDL,NA,15:25,644562dce03a186463df54fd
0,64465853fa70d74dc21acc9e,23/04/2023,2023-04-24T09:14:13.173Z,true,500,LCA by Quantis in 2021 for Violife (dependent),Fats,711,Vegan Butter alternative,,FLORA UNSALT/BUTTER,Butter,1,2,250,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,6447e4579a8aa035fb824053,25/04/2023,2023-04-25T14:31:36.633Z,true,51,Tesco Products Carbon Footprint Summary 2012,Fruits,20,Lemons,,Lemons,Citrus fruits,0.99,1,100,LIDL,NA,15:25,644562dce03a186463df54fd
0,6445809dfa70d74dc21acc7d,17/04/2023,2023-04-23T16:55:44.490Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,WALKERS SUNBITES,Crisps,1.75,1,150,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,64465853fa70d74dc21acca1,23/04/2023,2023-04-24T09:14:13.173Z,true,608,Tesco Products Carbon Footprint Summary 2012,Protein Sources,225,Salami,,M SALAMI MILANO,Meat & alternatives,1.49,1,80,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,6447e4579a8aa035fb824041,25/04/2023,2023-04-25T14:31:36.633Z,true,225,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Protein sources,99,Plant-based-meat,,Beetroot Burgers,Meat & alternatives,1.59,1,250,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824039,25/04/2023,2023-04-25T14:31:36.633Z,true,83,Tesco Products Carbon Footprint Summary 2012,Cupboard,155,Coconut milk,,Coconut Milk 5-7%,Sauces,0.89,2,400,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82403f,25/04/2023,2023-04-25T14:31:36.633Z,true,100,Tesco Products Carbon Footprint Summary 2012,Cupboard,137,Houmous,,Fat Reduced Houmous,Sauces,0.89,1,200,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824045,25/04/2023,2023-04-25T14:31:36.633Z,true,22,myemissions.green,Cupboard,35,Cooking Sause,,Black Bean SF Sauce,Sauces,0.52,1,500,LIDL,NA,15:25,644562dce03a186463df54fd
1,64465b796c2cc240ec5e113d,21/04/2023,2023-04-24T10:35:27.562Z,true,210,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,90,Wine,,SORSO PROSECCO,Alcoholic drinks,6.75,1,750,Morrisons,NA,14:29:55,644562dce03a186463df54fd
1,64465b796c2cc240ec5e113a,21/04/2023,2023-04-24T10:35:27.562Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,KETTLE CHIPS SALT,Crisps,1.5,1,150,Morrisons,NA,14:29:55,644562dce03a186463df54fd
0,6445809dfa70d74dc21acc79,17/04/2023,2023-04-23T16:55:44.490Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,M MED GRANARY BAPS,Bread,0.79,1,400,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,64465853fa70d74dc21acca4,23/04/2023,2023-04-24T09:14:13.173Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,M WHEAT & RYE,Bread,1.19,1,800,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,6447e4579a8aa035fb82403c,25/04/2023,2023-04-25T14:31:36.633Z,true,39,Tesco Products Carbon Footprint Summary 2012,Fruits,43,Oranges,,Premium Oranges,Citrus fruits,1.89,1,1000,LIDL,NA,15:25,644562dce03a186463df54fd
0,64457dcafa70d74dc21acc60,17/04/2023,2023-04-23T16:55:44.490Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,WALKERS CRISPS,Crisps,1.95,1,150,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,64457dcafa70d74dc21acc61,17/04/2023,2023-04-23T16:55:44.490Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,WALKERS SUNBITES,Crisps,1.75,1,150,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,6447e4579a8aa035fb824048,25/04/2023,2023-04-25T14:31:36.633Z,true,130,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,16,Cucumber,,Cucumber,Misc vegetables,0.79,1,250,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824046,25/04/2023,2023-04-25T14:31:36.633Z,false,0,NA,NA,0,NA,,Mushroom Spinach,NA,2.99,1,0,LIDL,NA,15:25,644562dce03a186463df54fd
0,64465853fa70d74dc21acca2,23/04/2023,2023-04-24T09:14:13.173Z,true,55,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Fruits,54,Apples,,M WONKY APPLES,Pomes,0.75,1,1000,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,6447e4579a8aa035fb82404a,25/04/2023,2023-04-25T14:31:36.633Z,true,588,Tesco Products Carbon Footprint Summary 2012,Vegetables,20,Chillies,,Red Chillies,Red and Orange Vegetables,0.57,1,60,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82404b,25/04/2023,2023-04-25T14:31:36.633Z,true,300,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,23,Bell Pepper,,Red Pepper,Red and Orange Vegetables,0.59,1,170,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824037,25/04/2023,2023-04-25T14:31:36.633Z,true,253,myemissions.green,Cupboard,105,Pesto,,Zest Sauce,Sauces,1.49,1,190,LIDL,NA,15:25,644562dce03a186463df54fd
1,64465b796c2cc240ec5e1141,21/04/2023,2023-04-24T10:35:27.562Z,true,210,Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.,Drinks,90,Wine,,SELEZIONI PINOT,Alcoholic drinks,5.25,1,750,Morrisons,NA,14:29:55,644562dce03a186463df54fd
1,64465b796c2cc240ec5e1140,21/04/2023,2023-04-24T10:35:27.562Z,true,50,Tesco Products Carbon Footprint Summary 2012,Snacks,344,Sweets,,M STRAWBERRY LACES,Sweets,0.45,1,65,Morrisons,NA,14:29:55,644562dce03a186463df54fd
1,64465b796c2cc240ec5e1142,21/04/2023,2023-04-24T10:35:27.562Z,true,50,Tesco Products Carbon Footprint Summary 2012,Snacks,344,Sweets,,M STRAWBERRY PENCILS,Sweets,0.45,1,65,Morrisons,NA,14:29:55,644562dce03a186463df54fd
0,6447e4579a8aa035fb824054,25/04/2023,2023-04-25T14:31:36.633Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,Low GI MultiseedCob.,Bread,1.79,1,500,LIDL,NA,15:25,644562dce03a186463df54fd
0,64465853fa70d74dc21acca0,23/04/2023,2023-04-24T09:14:13.173Z,true,500,LCA by Quantis in 2021 for Violife (dependent),Fats,711,Vegan Butter alternative,,VITALITE DAIRY FREE,Butter,2,1,500,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,64465853fa70d74dc21acca3,23/04/2023,2023-04-24T09:14:13.173Z,true,120,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,16,Lettuce,,ROMAINE LETTUCE,Dark-green Vegetables,1.09,1,160,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,6445809dfa70d74dc21acc7a,17/04/2023,2023-04-23T16:55:44.490Z,true,450,Tesco Products Carbon Footprint Summary 2012,Protein Sources,131,Eggs,,M FREE RANGE EGGS,Eggs,1.75,2,408,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,6447e4579a8aa035fb824042,25/04/2023,2023-04-25T14:31:36.633Z,true,225,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Protein sources,99,Plant-based-meat,,Veggie Sausages,Meat & alternatives,1.59,1,270,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824043,25/04/2023,2023-04-25T14:31:36.633Z,true,225,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Protein sources,99,Plant-based-meat,,Moroccan VegBurgers,Meat & alternatives,1.59,1,250,LIDL,NA,15:25,644562dce03a186463df54fd
0,64457dcafa70d74dc21acc5c,17/04/2023,2023-04-23T16:55:44.490Z,true,90,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,48,Oat Milk,,OATLY OAT DRINK,Milk & Alt. ,1.69,1,1000,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,64465853fa70d74dc21acc9d,23/04/2023,2023-04-24T09:14:13.173Z,true,97,"Based on Soy Milk in 'How bad are bananas? the carbon footprint of everything' (Mike Berners Lee, 2020)",Dairy & Alternatives,20,Coconut Milk,,M COCONUT MILK,Milk & Alt. ,1,1,1000,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,64465853fa70d74dc21acc9f,23/04/2023,2023-04-24T09:14:13.173Z,true,97,"Based on Soy Milk in 'How bad are bananas? the carbon footprint of everything' (Mike Berners Lee, 2020)",Dairy & Alternatives,20,Coconut Milk,,M COCONUT MILK,Milk & Alt. ,1,1,1000,Morrisons,NA,15:00:57,644562dce03a186463df54fd
0,6447e4579a8aa035fb824051,25/04/2023,2023-04-25T14:31:36.633Z,true,1030,"Audsley, et al., 2009. How Low Can We Go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050 + Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.",Vegetables,29,Snow peas (airfreight),,Mangetout 165g,Misc vegetables,0.89,1,165,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82403b,25/04/2023,2023-04-25T14:31:36.633Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,Mixed Beans,Pulses,0.69,1,400,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82403d,25/04/2023,2023-04-25T14:31:36.633Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,Cannellini In water,Pulses,0.63,1,400,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82403e,25/04/2023,2023-04-25T14:31:36.633Z,true,70,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,27,Butternut Squash,,Butternut Squash,Red and Orange Vegetables,0.99,1,1260,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824038,25/04/2023,2023-04-25T14:31:36.633Z,true,175,Tesco Products Carbon Footprint Summary 2012,Cupboard,310,Vegan Mayonnaise,,Vegan Mayonnaise,Sauces,1.69,1,250,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824047,25/04/2023,2023-04-25T14:31:36.633Z,true,22,myemissions.green,Cupboard,35,Cooking Sause,,Brown Sauce Squenzy,Sauces,2.99,1,500,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82403a,25/04/2023,2023-04-25T14:31:36.633Z,true,230,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cupboard,326,Honey,,Orange Blossom Honey,Sweetners,2.99,1,340,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82404f,25/04/2023,2023-04-25T14:31:36.633Z,true,460,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,26,Baby Tomatoes,,Baby Plus Tomatoos,Tomatoes,0.89,1,250,LIDL,NA,15:25,644562dce03a186463df54fd
1,64465b796c2cc240ec5e113c,21/04/2023,2023-04-24T10:35:27.562Z,true,90,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,48,Oat Milk,,JORO OAT DRINK,Milk & Alt. ,1.25,1,1000,Morrisons,NA,14:29:55,644562dce03a186463df54fd
1,64465b796c2cc240ec5e113e,21/04/2023,2023-04-24T10:35:27.562Z,true,50,Tesco Products Carbon Footprint Summary 2012,Snacks,344,Sweets,,M STRAWBERRY STRAWS,Sweets,0.65,1,65,Morrisons,NA,14:29:55,644562dce03a186463df54fd
0,6445809dfa70d74dc21acc7b,17/04/2023,2023-04-23T16:55:44.490Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,M WHITE SPLIT TIN,Bread,1.25,1,400,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,6445809dfa70d74dc21acc7c,17/04/2023,2023-04-23T16:55:44.490Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,WALKERS CRISPS,Crisps,1.95,1,150,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,6447e4579a8aa035fb824050,25/04/2023,2023-04-25T14:31:36.633Z,true,120,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,14,Spinach,,Washed Baby Spinach,Dark-green Vegetables,0.85,1,300,LIDL,NA,15:25,644562dce03a186463df54fd
0,64457dcafa70d74dc21acc5e,17/04/2023,2023-04-23T16:55:44.490Z,true,450,Tesco Products Carbon Footprint Summary 2012,Protein Sources,131,Eggs,,M FREE RANGE EGGS,Eggs,1.75,2,408,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,6447e4579a8aa035fb824049,25/04/2023,2023-04-25T14:31:36.633Z,true,608,Tesco Products Carbon Footprint Summary 2012,Protein sources,180,Bacon,,Unsnoked Bacon,Meat & alternatives,1.99,1,300,LIDL,NA,15:25,644562dce03a186463df54fd
0,6445809dfa70d74dc21acc78,17/04/2023,2023-04-23T16:55:44.490Z,true,90,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,48,Oat Milk,,OATLY OAT DRINK,Milk & Alt. ,1.69,1,1000,Morrisons,NA,14:11:53,644562dce03a186463df54fd
0,6447e4579a8aa035fb82404e,25/04/2023,2023-04-25T14:31:36.633Z,true,88,Tesco Products Carbon Footprint Summary 2012,Vegetables,44,Ginger,,Ginger,Misc vegetables,0.58,1,106,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82404d,25/04/2023,2023-04-25T14:31:36.633Z,false,0,NA,NOT FOOD,0,NA,,Cold & Flu Day/Wight,NA,1.99,1,0,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb82404c,25/04/2023,2023-04-25T14:31:36.633Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,Wholewheat Fusilli,Pasta,0.79,1,500,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824040,25/04/2023,2023-04-25T14:31:36.633Z,true,22,myemissions.green,Cupboard,35,Cooking Sause,,Jalfrez CoockingSauce,Sauces,1.39,1,500,LIDL,NA,15:25,644562dce03a186463df54fd
0,6447e4579a8aa035fb824044,25/04/2023,2023-04-25T14:31:36.633Z,true,22,myemissions.green,Cupboard,35,Cooking Sause,,Chow Mein SF Sauce,Sauces,0.52,1,500,LIDL,NA,15:25,644562dce03a186463df54fd
1,64465b796c2cc240ec5e113b,21/04/2023,2023-04-24T10:35:27.562Z,true,155,Tesco Products Carbon Footprint Summary 2012,Snacks,544,Crisps,,SENSATIONS CHILLI,Crisps,1.75,1,150,Morrisons,NA,14:29:55,644562dce03a186463df54fd
1,64465b796c2cc240ec5e113f,21/04/2023,2023-04-24T10:35:27.562Z,true,50,Tesco Products Carbon Footprint Summary 2012,Snacks,344,Sweets,,EXTRA WHITE GUM,Sweets,0.79,1,16,Morrisons,NA,14:29:55,644562dce03a186463df54fd
0,644790cf9a8aa035fb823f7a,25/04/2023,2023-04-25T08:35:19.036Z,true,360,Tesco Products Carbon Footprint Summary 2012,Ready Meals,203,Battered veg,,ONION RINGS,Meals Vegetarian,1.6,1,300,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21acea8,25/04/2023,2023-04-25T08:35:19.036Z,true,120,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,14,Lettuce,,WILD ROCKET,Dark-green Vegetables,1.2,1,300,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21acea6,25/04/2023,2023-04-25T08:35:19.036Z,true,210,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",40,Pastry base,,YORKSHIRES,Flour,1.3,1,220,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21acea7,25/04/2023,2023-04-25T08:35:19.036Z,true,1140,Tesco Products Carbon Footprint Summary 2012,Drinks,3,Tea,,SUPERBLENDS,Hot Drinks,3.5,1,35,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21acea9,25/04/2023,2023-04-25T08:35:19.036Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,NOODLES,Pasta,0.32,1,100,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21aceab,25/04/2023,2023-04-25T08:35:19.036Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,NOODLES,Pasta,0.32,1,100,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21aceac,25/04/2023,2023-04-25T08:35:19.036Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,NOODLES,Pasta,0.32,1,100,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21aceb0,25/04/2023,2023-04-25T08:35:19.036Z,true,400,Tesco Products Carbon Footprint Summary 2012,Ready Meals,273,"Pizza, Margherita",,PIZZA,Pizza,4,1,252,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0ae0,25/04/2023,2023-04-25T22:51:47.633Z,true,1180,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,416,Cheddar,,JUST ESSENTIALS by ASDA Grated Mild Cheddar Cheese 500g,Cheese,2.8,1,200,ASDA,NA,12:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0ae1,25/04/2023,2023-04-25T22:51:47.633Z,true,711,myemissions.green,Dairy & Alternatives,,Feta,,JUST ESSENTIALS by ASDA Greek Style Salad Cheese 200g,Cheese,0.9,1,200,ASDA,NA,13:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0ae2,25/04/2023,2023-04-25T22:51:47.633Z,true,1860,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,402,Parmesan,,JUST ESSENTIALS by ASDA Hard Cheese 170g,Cheese,1.75,1,170,ASDA,NA,14:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0ae3,25/04/2023,2023-04-25T22:51:47.633Z,true,51,Tesco Products Carbon Footprint Summary 2012,Fruits,20,Limes,,ASDA Loose Lime each,Citrus fruits,0.25,1,50,ASDA,NA,00:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0ae4,25/04/2023,2023-04-25T22:51:47.633Z,true,51,Tesco Products Carbon Footprint Summary 2012,Fruits,20,Lemons,,JUST ESSENTIALS by ASDA Lemons 4pk,Citrus fruits,0.55,1,100,ASDA,NA,16:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0aef,25/04/2023,2023-04-25T22:51:47.633Z,true,200,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,49,Cow Milk,,ASDA Semi Skimmed Milk 4 pint,Milk & Alt.,1.55,1,2260,ASDA,NA,04:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0af2,25/04/2023,2023-04-25T22:51:47.633Z,true,68,Tesco Products Carbon Footprint Summary 2012,Vegetables,110,Garlic,,ASDA Fragrant & Bold Garlic 45mm+ 3pk,Misc vegetables,0.75,1,450,ASDA,NA,19:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0af3,25/04/2023,2023-04-25T22:51:47.633Z,true,84,myemissions.green,Vegetables,10,Celery,,ASDA Mild & Crunchy Celery each,Misc vegetables,0.6,1,250,ASDA,NA,01:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0af7,25/04/2023,2023-04-25T22:51:47.633Z,true,88,Tesco Products Carbon Footprint Summary 2012,Protein sources,679,Walnuts,,ASDA Walnut Pieces 150g,Nuts & seeds,1.3,1,200,ASDA,NA,08:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0afe,25/04/2023,2023-04-25T22:51:47.633Z,true,91,Tesco Products Carbon Footprint Summary 2012,Protein Sources,89,Beans,,JUST ESSENTIALS by ASDA Red Kidney Beans 400g,Pulses,0.33,1,400,ASDA,NA,19:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0aff,25/04/2023,2023-04-25T22:51:47.633Z,true,460,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Vegetables,26,Baby Tomatoes,,JUST ESSENTIALS by ASDA Cherry Tomatoes 250g,Tomatoes,1.3,2,250,ASDA,NA,10:00:00,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21aceae,25/04/2023,2023-04-25T08:35:19.036Z,true,1080,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Dairy & Alternatives,279,Mozzarella,,MOZZARELLA,Cheese,1,1,240,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
2,64479ef3fa70d74dc21aceaa,25/04/2023,2023-04-25T08:35:19.036Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,NOODLES,Pasta,0.32,1,100,TESCO,NA,NA,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0add,25/04/2023,2023-04-25T22:51:47.633Z,true,92,Tesco Products Carbon Footprint Summary 2012,"Bread, Bakery & Breakfast Cereals",239,Bread,,The BAKERY at ASDA Wholemeal Medium Sliced Bread 800g,Bread,0.95,1,800,ASDA,NA,20:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0ae6,25/04/2023,2023-04-25T22:51:47.633Z,true,700,Tesco Products Carbon Footprint Summary 2012,Cupboard,6,Stock Cubes,,ASDA Chicken Stock Pots 4x24g,Condiments,1,1,96,ASDA,NA,13:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0aeb,25/04/2023,2023-04-25T22:51:47.633Z,true,645,Tesco Products Carbon Footprint Summary 2012,Protein Sources,106,Turkey,,ASDA Lean Turkey Mince 500g,Meat & alternatives,2.65,1,500,ASDA,NA,22:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0aed,25/04/2023,2023-04-25T22:51:47.633Z,true,196,Tesco Products Carbon Footprint Summary 2012,Dairy & Alternatives,74,Pudding,,Arla Protein Protein Chocolate Flavour Pudding200g,Milk & Alt.,1.25,1,200,ASDA,NA,08:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0aee,25/04/2023,2023-04-25T22:51:47.633Z,true,196,Tesco Products Carbon Footprint Summary 2012,Dairy & Alternatives,74,Pudding,,ASDA Chocolate Mousses 6x60g,Milk & Alt.,1.45,1,360,ASDA,NA,14:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0af4,25/04/2023,2023-04-25T22:51:47.633Z,true,1030,"Audsley, et al., 2009. How Low Can We Go? An assessment of greenhouse gas emissions from the UK food system and the scope to reduce them by 2050 + Small World Consulting. The Greenhouse Gas Footprint of Booths: Covering the Year 2013-2014. Vol 510272.; 2015.",Vegetables,29,Green beans (airfreight),,ASDA Tender & Crunchy Trimmed Fine Beans 180g,Misc vegetables,1,1,180,ASDA,NA,06:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0af5,25/04/2023,2023-04-25T22:51:47.633Z,true,386,Tesco Products Carbon Footprint Summary 2012,Vegetables,8,Mushrooms,,JUST ESSENTIALS by ASDA Mushrooms (Varieties may vary) 250g,Misc vegetables,1.3,2,200,ASDA,NA,17:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0af6,25/04/2023,2023-04-25T22:51:47.633Z,true,230,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Protein Sources,619,Seeds,,ASDA Chia Seeds 150g,Nuts & seeds,1.5,1,150,ASDA,NA,11:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0af9,25/04/2023,2023-04-25T22:51:47.633Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,ASDA Fusilli 3kg,Pasta,4,1,3000,ASDA,NA,20:00:00,64478f1f9a8aa035fb823f6c
0,64493dab08826bce88fd0afa,25/04/2023,2023-04-25T22:51:47.633Z,true,150,"How bad are bananas? the carbon footprint of everything (Mike Berners Lee, 2020)",Cereals & Potatoes,348,Pasta,,JUST ESSENTIALS by ASDA Chicken Flavour Instant Noodles 65g,Pasta,0.75,3,65,ASDA,NA,11:00:00,64478f1f9a8aa035fb823f6c
